,Time (h),Oda,gDCWL,mu,log10_oda
0,0.0,0.0,0.25396106694215814,0.8489229168282552,1.794572742135386
1,1.0,20.0,0.5935395748864185,0.10833847966758442,3.9222888638245608
2,2.0,24.0,0.6614552764752705,0.071799810716902,4.586224145578579
3,3.0,26.9,0.7106941601271882,0.053491884355992225,5.136817779980544
4,4.0,29.2,0.7497456885407782,0.04212789440188544,5.620121292513901
5,5.0,31.1,0.7820056467954829,0.04042464742465618,6.053487455846104
6,6.0,33.0,0.8142656050501876,0.04285720498054216,6.5202703768862635
7,7.0,35.1,0.849921348384335,0.04873553137415641,7.0781758556883885
8,8.0,37.6,0.8923686618773675,0.05551078531567582,7.804923701241074
9,9.0,40.6,0.9433054380690066,0.056000353817938026,8.776178302618364
10,10.0,43.8,0.9976379993400881,0.05625274833565329,9.94576055484536
11,11.0,47.2,1.0553663456906124,0.051729648407717765,11.359686490384991
12,12.0,50.5,1.1113967995014153,0.05498549324997766,12.923995540845965
13,13.0,54.2,1.1742188234711035,0.05895829573458922,14.935467579895697
14,14.0,58.4,1.2455303101393982,0.053092835549559514,17.60071497853233
15,15.0,62.4,1.3134460117282503,0.05409618499751012,20.580030389521585
16,16.0,66.7,1.3864553909362662,0.0559620334474622,24.34755698339056
17,17.0,71.4,1.4662563403031674,0.05737877286815518,29.25878854691001
18,18.0,76.5,1.5528488598289538,0.0511525475539073,35.71485241549664
19,19.0,81.3,1.6343477017355763,0.054582467047031624,43.08714336375804
20,20.0,86.7,1.7260338988805266,0.04707545784420952,53.21497946282868
21,21.0,91.6,1.8092306333268702,0.04854102590283882,64.45114442956785
22,22.0,96.9,1.8992189379320994,0.04714666071973539,79.29009495222073
23,23.0,102.3,1.9909051350770495,0.04909168199451863,97.92760543130478
24,24.0,108.2,2.0910807949206065,0.04911589284490847,123.33342579145528
25,25.0,114.4,2.196350132383327,0.048290342701707734,157.16293563965945
26,26.0,120.8,2.3050152549254905,0.0530752439881117,201.84372615873406
27,27.0,128.2,2.430659302864867,0.051063650613747735,269.56239285320817
28,28.0,135.7,2.5580012433439645,0.050477393233595014,361.4108973232977
29,29.0,143.5,2.690436861442226,0.04865268990229388,490.2717409723159
30,30.0,151.4,2.824570372080209,0.04811513326660766,667.6830820322093
31,31.0,159.6,2.9637975603373556,0.04918361838278096,920.0206183895223
32,32.0,168.4,3.11321210383283,0.054653356491246585,1297.8129513650333
33,33.0,178.7,3.2880950354241234,0.051330103877201605,1941.3106425929425
34,34.0,188.9,3.461280074475697,0.05487823623501531,2892.5446695036508
35,35.0,200.4,3.656537716543647,0.055103533525747705,4534.58676937764
36,36.0,212.6,3.8636806063896447,0.059290538484101374,7306.015788339777
37,37.0,226.5,4.099687669410906,0.05244036884529968,12580.20358709112
38,38.0,239.5,4.320413699574675,0.055791298660402555,20912.872975940383
39,39.0,254.1,4.568306010373985,0.04966454126689768,37008.885806370694
40,40.0,267.8,4.800917288315803,0.053702805243746043,63229.141957062246
41,41.0,283.4,5.0657885245123255,0.052874469703476645,116355.93075172084
42,42.0,299.6,5.340847115947177,0.044761683686669995,219203.31412831304
43,43.0,314.0,5.585343641667045,0.051831603834694207,384896.2161743849
44,44.0,331.5,5.882474836118273,0.049551676151263546,762912.6852101102
45,45.0,349.1,6.181303923109222,0.014994524696598344,1518112.384248963
46,46.0,354.6,6.274688012793893,0.032741164593502736,1882296.405065261
47,47.0,366.9,6.483528795179613,0.04805945402246614,3044589.849840934
48,48.0,385.7,6.802732592647217,0.055818407804923975,6349398.610996585
49,49.0,408.7,7.193247876783117,0.05889344857816714,15604428.83007696
50,50.0,434.4,7.629606259491491,0.05224337479990959,42619294.810388215
