,Time (h),ODa,gDWL,GR-Exp,GR,mu,kmeans
105,105.0,1024.8,19.656704356136217,2.920102974071721,2.9784184687311144,0.05065287081346928,0
106,106.0,1033.8,19.827978584937476,2.9374622666514782,2.987094000116261,0.05027231873755088,0
107,107.0,1040.5,19.95548273304508,2.9504441370842884,2.9935039292902865,0.04986231322105429,0
108,108.0,1051.0,20.155302666646552,2.9708902345271357,3.0034674134073334,0.04937271973177254,0
109,109.0,1061.4,20.353219553261344,2.991264060145412,3.0132391083803505,0.048899465190078074,0
110,110.0,1071.6,20.54733034590277,3.0113649376372567,3.0227310223281383,0.04857595185142882,0
111,111.0,1075.7,20.62535527235668,3.0194779732934114,3.0265211573987747,0.04828823871501566,0
112,112.0,1084.5,20.792823407184578,3.03695593073132,3.0346078986705027,0.047922662223419496,0
113,113.0,1092.3,20.941261072145668,3.0525216497626264,3.041721426749666,0.04761213390873335,0
114,114.0,1098.8,21.064959126279913,3.0655462851755817,3.0476109550673556,0.04731847439017551,0
115,115.0,1106.0,21.201978509320924,3.0800301882399497,3.0540945032347393,0.04691947177366262,0
116,116.0,1117.7,21.42463500676256,3.103693857870042,3.0645414284816748,0.0465492447514261,0
117,117.0,1123.8,21.540720872950082,3.1160940445560676,3.069945137879019,0.04624417127566285,0
118,118.0,1132.6,21.708189007777978,3.1340588287571705,3.077689562989216,0.04587080943316325,0
119,119.0,1142.3,21.892784565486007,3.153965239382097,3.0861571106390495,0.04559397123998202,0
120,120.0,1146.5,21.972712538926594,3.1626185433476808,3.0898013443613697,0.04537554567772088,0
121,121.0,1153.4,22.104022781007565,3.176879449328176,3.0957596182488674,0.04510871858483802,0
122,122.0,1160.2,22.23342997610185,3.190988243439381,3.1015970109952287,0.04485457065248239,0
123,123.0,1166.6,22.355224983249407,3.20431671376342,3.1070600737484484,0.04454106543802915,0
124,124.0,1176.7,22.54743272890416,3.2254488374858137,3.1156212115253528,0.044274386073624515,0
125,125.0,1180.8,22.625457655358066,3.234061592507125,3.119075717242539,0.044007646699097826,0
126,126.0,1191.1,22.821471494986174,3.2557863273632957,3.1277018250450266,0.04361141957588414,0
127,127.0,1202.5,23.03841885146777,3.279978094049157,3.1371632072344244,0.043165522714772205,2
128,128.0,1216.0,23.295330194669663,3.3088267064421752,3.1482529196550884,0.0428274236115842,2
129,129.0,1221.7,23.403803872910462,3.321072732806209,3.1528985678238137,0.04254157192653462,2
130,130.0,1232.5,23.609332947471973,3.3443827585512826,3.1616420977322663,0.04219478227192564,2
131,131.0,1242.0,23.79012241120664,3.3650031240807516,3.1692704697916088,0.041960451142616116,2
132,132.0,1246.4,23.87385647862059,3.374590557766143,3.1727839890363043,0.041671281773612984,2
133,133.0,1259.4,24.121252586889078,3.4030541406314354,3.183093301973656,0.04135127893407807,2
134,134.0,1265.9,24.24495064102332,3.4173629491674933,3.1882083747137635,0.04117141836945814,2
135,135.0,1270.5,24.33249080241063,3.427520292784543,3.1918125273223703,0.040940616494864225,2
136,136.0,1280.3,24.518989407105334,3.4492460338165407,3.1994478951740035,0.040802135450180146,2
137,137.0,1279.2,24.498055890251848,3.4468015771118674,3.198593762983899,0.0405430415937836,2
138,138.0,1296.8,24.832992159907647,3.486091013726089,3.2121730980958207,0.040324659410773456,2
139,139.0,1293.2,24.764482468387143,3.478023579133377,3.2094104681189193,0.040065648960325655,2
140,140.0,1313.7,25.15460710065668,3.5241767526322483,3.2250410646862067,0.03969711467747854,2
141,141.0,1317.5,25.226922886150547,3.532789038168405,3.2279117927159486,0.039470710788353014,2
142,142.0,1328.9,25.443870242632144,3.558733387860589,3.2364748590799315,0.03921281199078806,2
143,143.0,1335.0,25.559956108819662,3.572682262768538,3.2410269123255304,0.03909169062735593,2
144,144.0,1337.2,25.60182314252664,3.5777243814270223,3.2426635654546887,0.03889946019990483,2
145,145.0,1348.3,25.81306135804819,3.603256330550982,3.250880618012068,0.03860504389235319,2
146,146.0,1357.8,25.993850821782857,3.625230469680099,3.25786000319482,0.03854829906293682,2
147,147.0,1352.3,25.889183237515418,3.612494810225999,3.2538252458542836,0.03839101044037584,2
148,148.0,1369.0,26.20699208429109,3.6512823893424207,3.2660262486088922,0.03803772832768806,2
149,149.0,1377.7,26.37255717213231,3.6716281801360076,3.2723239684407464,0.03780510369566514,2
150,150.0,1386.0,26.530510072026807,3.691127647331547,3.278295394200289,0.03762905837126492,2
151,151.0,1390.7,26.6199532804008,3.7022081878476336,3.281661057909107,0.037440147271668306,2
152,152.0,1400.1,26.79883969714878,3.724453348630697,3.2883585916970524,0.037133396113793175,2
153,153.0,1413.9,27.061460181310714,3.7573148000922094,3.2981105821630337,0.0369646198334443,2
154,154.0,1413.0,27.04433275843059,3.755164260336052,3.297477473487543,0.03690107208870148,2
155,155.0,1418.8,27.154709483658067,3.7690414457141452,3.301550492982077,0.03682344403258418,2
156,156.0,1419.0,27.15851557763143,3.7695207361476157,3.301690646470488,0.036847981399049615,2
157,157.0,1416.9,27.118551590911135,3.764490737168831,3.3002180542311867,0.03671433314595455,2
158,158.0,1429.4,27.35643246424622,3.794514393684847,3.3089516918638617,0.03668092888101846,2
159,159.0,1419.5,27.168030812564833,3.7707191860220046,3.3020409442774703,0.036789931378635225,2
160,160.0,1420.9,27.194673470378362,3.774076546824866,3.3030211258301745,0.036759046616382546,2
161,161.0,1421.9,27.21370394024517,3.776476196990122,3.30372066775914,0.036694894976793915,2
162,162.0,1425.9,27.289825819712398,3.7860875997609913,3.3065139521316262,0.036627093372069146,2
163,163.0,1427.2,27.314565430539243,3.7892157186606603,3.3074200921673698,0.03661305469139449,2
164,164.0,1427.0,27.310759336565884,3.7887343286216497,3.3072807394405626,0.036534202361712946,2
165,165.0,1433.4,27.43255434371345,3.804164255343511,3.311730422878338,0.036532930490889126,2
166,166.0,1427.1,27.31266238355256,3.7889750172323486,3.3073504182313638,0.03659903094257946,2
167,167.0,1428.2,27.333595900406053,3.7916234379935054,3.3081165646624218,0.036624552271115114,2
168,168.0,1425.1,27.27460144381895,3.784163679874538,3.3059559191034413,0.03673210673329196,2
169,169.0,1419.8,27.173739953524873,3.7714384094179603,3.3022510640766805,0.03684153156041672,2
170,170.0,1416.6,27.112842449951092,3.7637726260418516,3.3000075067768164,0.03690491289490903,2
171,171.0,1414.9,27.080490651177524,3.7597055017499397,3.2988135664610843,0.03689584783117151,2
172,172.0,1417.3,27.126163778857855,3.76544839759145,3.3004987152299514,0.03695559445693904,2
173,173.0,1410.3,26.99295048979021,3.7487188439465595,3.2955757389428926,0.037002378992837835,2
174,174.0,1413.7,27.057654087337355,3.7568368129971685,3.297969925981532,0.03698674168786576,2
175,175.0,1411.5,27.01578705363038,3.751582325040213,3.296421400820575,0.03709646067458411,2
176,176.0,1405.3,26.897798140456175,3.7368074360818357,3.292044429742971,0.03707425043111755,2
177,177.0,1413.2,27.04813885240395,3.755642068692538,3.2976181989477156,0.03697632385812544,2
178,178.0,1412.8,27.040526664457225,3.754686503041017,3.2973367282209285,0.036954227076790795,2
179,179.0,1414.9,27.080490651177524,3.7597055017499397,3.2988135664610843,0.03703637338766599,2
180,180.0,1406.5,26.920634704296344,3.7396632682643816,3.292893081924154,0.03708988391609254,2
181,181.0,1410.8,27.002465724723614,3.7499117378143167,3.295928184972537,0.03710430466419545,2
182,182.0,1405.4,26.899701187442858,3.737045352036929,3.2921151782725966,0.037057284433557325,2
183,183.0,1414.4,27.07097541624412,3.7585099912888564,3.298462136085423,0.0,2
