,Time (h),Oda,gDCWL,mu,log10_oda
79,79.0,890.5,15.373694133160349,0.014908348744307354,15.373694133160349
80,80.0,904.1,15.604607518562446,0.015225309654126828,15.604607518562446
81,81.0,918.2,15.84401036666315,0.014257723127199196,15.84401036666315
82,82.0,931.6,16.0715279669858,0.01218045144329638,16.0715279669858
83,83.0,943.2,16.268483501593472,0.014197020354535628,16.268483501593472
84,84.0,956.9,16.50109477953529,0.012881540189655372,16.50109477953529
85,85.0,969.5,16.715029239540176,0.0133193039683559,16.715029239540176
86,86.0,982.7,16.939151054783387,0.009179342886927788,16.939151054783387
87,87.0,991.9,17.095357168437747,0.010964075212848368,17.095357168437747
88,88.0,1003.0,17.283823240346813,0.005779188450394823,17.283823240346813
89,89.0,1008.9,17.383998900190367,0.0030231908548317143,17.383998900190367
90,90.0,1012.0,17.436633568921728,0.004469248924769964,17.436633568921728
91,91.0,1016.6,17.51473662574891,0.0022271563917048987,17.51473662574891
92,92.0,1018.9,17.553788154162497,0.008188022986652221,17.553788154162497
93,93.0,1027.4,17.69810902003881,0.007740809385972103,17.69810902003881
94,94.0,1035.5,17.835638315756235,0.008908682166955728,17.835638315756235
95,95.0,1044.9,17.99524021449004,0.006114170659853091,17.99524021449004
96,96.0,1051.4,18.105603229571923,0.005331064250325035,18.105603229571923
97,97.0,1057.1,18.202383104336032,0.010762195123721785,18.202383104336032
98,98.0,1068.7,18.399338638943707,0.006897166171088376,18.399338638943707
99,99.0,1076.2,18.526680579422806,0.006667864005124535,18.526680579422806
100,100.0,1083.5,18.65062673482246,0.006442810070689919,18.65062673482246
101,101.0,1090.6,18.77117710514267,0.007928273524281604,18.77117710514267
102,102.0,1099.4,18.920591648638148,0.008577934272735899,18.920591648638148
103,103.0,1109.0,19.08358933245139,0.00841675693896482,19.08358933245139
104,104.0,1118.5,19.244889123724914,0.009745404261273016,19.244889123724914
105,105.0,1129.6,19.433355195633975,0.009910906054269919,19.433355195633975
106,106.0,1141.0,19.626914945162206,0.006896832170326661,19.626914945162206
107,107.0,1149.0,19.76274634833991,0.008299105083850566,19.76274634833991
108,108.0,1158.7,19.92744192469288,0.007554525258298028,19.92744192469288
109,109.0,1167.6,20.07855436072807,0.00967770585049399,20.07855436072807
110,110.0,1179.1,20.27381200279602,0.005761984372353979,20.27381200279602
111,111.0,1186.0,20.390966588036793,0.00878756719703322,20.390966588036793
112,112.0,1196.6,20.57094319724725,0.005843121383921179,20.57094319724725
113,113.0,1203.7,20.691493567567463,0.008090874388021696,20.691493567567463
114,114.0,1213.6,20.85958492899987,0.007218154923123166,20.85958492899987
115,115.0,1222.5,21.010697365035067,0.0012114288354374558,21.010697365035067
116,116.0,1224.0,21.036165753130888,0.008519188926886745,21.036165753130888
117,117.0,1234.6,21.216142362341344,0.006938339069031407,21.216142362341344
118,118.0,1243.3,21.3638590132971,0.0072850984438384,21.3638590132971
119,119.0,1252.5,21.520065126951458,0.009892074001834228,21.520065126951458
120,120.0,1265.1,21.73399958695634,0.007006332776594348,21.73399958695634
121,121.0,1274.1,21.88680991553126,0.007958580778541613,21.88680991553126
122,122.0,1284.4,22.061692847122554,0.008735303319979515,22.061692847122554
123,123.0,1295.8,22.25525259665078,0.007297319289019999,22.25525259665078
124,124.0,1305.4,22.41825028046403,0.0063417621389567636,22.41825028046403
125,125.0,1313.8,22.560873253800615,0.00532911297330152,22.560873253800615
126,126.0,1320.9,22.68142362412083,0.006640292004435722,22.68142362412083
127,127.0,1329.8,22.832536060156023,0.007261133713758028,22.832536060156023
128,128.0,1339.6,22.99892952904871,0.00647557499940854,22.99892952904871
129,129.0,1348.4,23.148344072544187,0.010071185423491613,23.148344072544187
130,130.0,1362.2,23.382653243025725,0.00572006302739636,23.382653243025725
131,131.0,1370.1,23.516786753663705,0.008912859569083942,23.516786753663705
132,132.0,1382.5,23.72732542858915,0.006846130602500722,23.72732542858915
133,133.0,1392.1,23.890323112402392,0.007575753962133724,23.890323112402392
134,134.0,1402.8,24.071997614152572,0.0073787721892975,24.071997614152572
135,135.0,1413.3,24.25027633082331,0.005864065418250686,24.25027633082331
136,136.0,1421.7,24.3928993041599,0.006245000768438036,24.3928993041599
137,137.0,1430.7,24.54570963273482,0.00503689920357564,24.54570963273482
138,138.0,1438.0,24.669655788134474,0.006380340389186223,24.669655788134474
139,139.0,1447.3,24.827559794328554,0.005592102722113079,24.827559794328554
140,140.0,1455.5,24.9667869825857,0.004139788230925756,24.9667869825857
141,141.0,1461.6,25.070358427508697,0.006547850691488666,25.070358427508697
142,142.0,1471.3,25.235054003861666,0.008041551300233873,25.235054003861666
143,143.0,1483.3,25.438801108628223,0.0047276455610636425,25.438801108628223
144,144.0,1490.4,25.559351478948436,0.005366357210251138,25.559351478948436
145,145.0,1498.5,25.69688077466586,0.008945913003016503,25.69688077466586
146,146.0,1512.1,25.927794160067954,0.006852437630562314,25.927794160067954
147,147.0,1522.6,26.106072876738693,0.007709751649517926,26.106072876738693
148,148.0,1534.5,26.30812208896553,0.004186242283724884,26.30812208896553
149,149.0,1541.0,26.418485104047413,0.0025033592912722114,26.418485104047413
150,150.0,1544.9,26.484702913096545,0.007218138256436024,26.484702913096545
151,151.0,1556.2,26.67656477008505,0.00444541866685455,26.67656477008505
152,152.0,1563.2,26.795417247865544,0.0054976183708035364,26.795417247865544
153,153.0,1571.9,26.943133898821298,0.0030831063850706997,26.943133898821298
154,154.0,1576.8,27.026330633267637,0.001945638940721306,27.026330633267637
155,155.0,1579.9,27.078965301999002,-0.0008782069228092659,27.078965301999002
156,156.0,1578.5,27.055194806442902,-6.275858780879773e-05,27.055194806442902
157,157.0,1578.4,27.05349691390318,-0.0020732460767804994,27.05349691390318
158,158.0,1575.1,26.997466460092376,0.002136004664589297,26.997466460092376
159,159.0,1578.5,27.055194806442902,-0.00106743201791204,27.055194806442902
160,160.0,1576.8,27.026330633267637,-0.0011943621783006009,27.026330633267637
161,161.0,1574.9,26.994070675012935,0.004518484221851526,26.994070675012935
162,162.0,1582.1,27.116318937872865,0.0019391883934050114,27.116318937872865
163,163.0,1585.2,27.16895360660423,0.000999402048072806,27.16895360660423
164,164.0,1586.8,27.196119887239767,0.0008112793587793377,27.196119887239767
165,165.0,1588.1,27.218192490256143,-0.0004991709408752598,27.218192490256143
166,166.0,1587.3,27.204609349938373,-0.0009990900191056973,27.204609349938373
167,167.0,1585.7,27.177443069302836,-0.003692795438355656,27.177443069302836
168,168.0,1579.8,27.077267409459278,-0.0011293357604245102,27.077267409459278
169,169.0,1578.0,27.046705343744293,0.005071997298593978,27.046705343744293
170,170.0,1586.1,27.184234639461717,0.003055803624682163,27.184234639461717
171,171.0,1591.0,27.267431373908064,0.0019284520278244344,27.267431373908064
172,172.0,1594.1,27.32006604263942,-0.0011192935192405606,27.32006604263942
173,173.0,1592.3,27.28950397692444,-0.0025541884217261668,27.28950397692444
174,174.0,1588.2,27.219890382795867,0.0,27.219890382795867
175,175.0,1588.2,27.219890382795867,-0.0007488031533471329,27.219890382795867
176,176.0,1587.0,27.19951567231921,0.0016216987510446756,27.19951567231921
177,177.0,1589.6,27.243660878351964,-0.0003740048175808752,27.243660878351964
178,178.0,1589.0,27.233473523113638,0.001059317229290091,27.233473523113638
179,179.0,1590.7,27.2623376962889,-6.228172481126393e-05,27.2623376962889
180,180.0,1590.6,27.26063980374918,0.0011826899692235493,27.26063980374918
181,181.0,1592.5,27.292899762003884,-0.0017434001170038016,27.292899762003884
182,182.0,1589.7,27.245358770891688,0.0019300128406727346,27.245358770891688
183,183.0,1592.8,27.297993439623045,0.0,27.297993439623045
