,Time (h),Oda,gDCWL,mu,log10_oda
0,0.0,0.0,0.25396106694215814,0.8489229168282552,0.25396106694215814
1,1.0,20.0,0.5935395748864185,0.10833847966758442,0.5935395748864185
2,2.0,24.0,0.6614552764752705,0.071799810716902,0.6614552764752705
3,3.0,26.9,0.7106941601271882,0.053491884355992225,0.7106941601271882
4,4.0,29.2,0.7497456885407782,0.04212789440188544,0.7497456885407782
5,5.0,31.1,0.7820056467954829,0.04042464742465618,0.7820056467954829
6,6.0,33.0,0.8142656050501876,0.04285720498054216,0.8142656050501876
7,7.0,35.1,0.849921348384335,0.04873553137415641,0.849921348384335
8,8.0,37.6,0.8923686618773675,0.05551078531567582,0.8923686618773675
9,9.0,40.6,0.9433054380690066,0.056000353817938026,0.9433054380690066
10,10.0,43.8,0.9976379993400881,0.05625274833565329,0.9976379993400881
11,11.0,47.2,1.0553663456906124,0.051729648407717765,1.0553663456906124
12,12.0,50.5,1.1113967995014153,0.05498549324997766,1.1113967995014153
13,13.0,54.2,1.1742188234711035,0.05895829573458922,1.1742188234711035
14,14.0,58.4,1.2455303101393982,0.053092835549559514,1.2455303101393982
15,15.0,62.4,1.3134460117282503,0.05409618499751012,1.3134460117282503
16,16.0,66.7,1.3864553909362662,0.0559620334474622,1.3864553909362662
17,17.0,71.4,1.4662563403031674,0.05737877286815518,1.4662563403031674
18,18.0,76.5,1.5528488598289538,0.0511525475539073,1.5528488598289538
19,19.0,81.3,1.6343477017355763,0.054582467047031624,1.6343477017355763
20,20.0,86.7,1.7260338988805266,0.04707545784420952,1.7260338988805266
21,21.0,91.6,1.8092306333268702,0.04854102590283882,1.8092306333268702
22,22.0,96.9,1.8992189379320994,0.04714666071973539,1.8992189379320994
23,23.0,102.3,1.9909051350770495,0.04909168199451863,1.9909051350770495
24,24.0,108.2,2.0910807949206065,0.04911589284490847,2.0910807949206065
25,25.0,114.4,2.196350132383327,0.048290342701707734,2.196350132383327
26,26.0,120.8,2.3050152549254905,0.0530752439881117,2.3050152549254905
27,27.0,128.2,2.430659302864867,0.051063650613747735,2.430659302864867
28,28.0,135.7,2.5580012433439645,0.050477393233595014,2.5580012433439645
29,29.0,143.5,2.690436861442226,0.04865268990229388,2.690436861442226
30,30.0,151.4,2.824570372080209,0.04811513326660766,2.824570372080209
31,31.0,159.6,2.9637975603373556,0.04918361838278096,2.9637975603373556
32,32.0,168.4,3.11321210383283,0.054653356491246585,3.11321210383283
33,33.0,178.7,3.2880950354241234,0.051330103877201605,3.2880950354241234
34,34.0,188.9,3.461280074475697,0.05487823623501531,3.461280074475697
35,35.0,200.4,3.656537716543647,0.055103533525747705,3.656537716543647
36,36.0,212.6,3.8636806063896447,0.059290538484101374,3.8636806063896447
37,37.0,226.5,4.099687669410906,0.05244036884529968,4.099687669410906
38,38.0,239.5,4.320413699574675,0.055791298660402555,4.320413699574675
39,39.0,254.1,4.568306010373985,0.04966454126689768,4.568306010373985
40,40.0,267.8,4.800917288315803,0.053702805243746043,4.800917288315803
41,41.0,283.4,5.0657885245123255,0.052874469703476645,5.0657885245123255
42,42.0,299.6,5.340847115947177,0.044761683686669995,5.340847115947177
43,43.0,314.0,5.585343641667045,0.051831603834694207,5.585343641667045
44,44.0,331.5,5.882474836118273,0.049551676151263546,5.882474836118273
45,45.0,349.1,6.181303923109222,0.014994524696598344,6.181303923109222
46,46.0,354.6,6.274688012793893,0.032741164593502736,6.274688012793893
47,47.0,366.9,6.483528795179613,0.04805945402246614,6.483528795179613
48,48.0,385.7,6.802732592647217,0.055818407804923975,6.802732592647217
49,49.0,408.7,7.193247876783117,0.05889344857816714,7.193247876783117
50,50.0,434.4,7.629606259491491,0.05224337479990959,7.629606259491491
51,51.0,458.5,8.038798361564325,0.03303115962725611,8.038798361564325
52,52.0,474.4,8.308763275380013,0.034939284211113364,8.308763275380013
53,53.0,491.8,8.60419657729152,0.032423261744205956,8.60419657729152
54,54.0,508.5,8.887744631424978,0.033069719605360426,8.887744631424978
55,55.0,526.1,9.186573718415927,0.03308445752694311,9.186573718415927
56,56.0,544.3,9.495590160645202,0.02977105345706743,9.495590160645202
57,57.0,561.2,9.782533999858103,0.029921496565273653,9.782533999858103
58,58.0,578.7,10.079665194309332,0.030850395562346034,10.079665194309332
59,59.0,597.3,10.395473206697492,0.03119437478855458,10.395473206697492
60,60.0,616.7,10.724864359403426,0.031478666382597,10.724864359403426
61,61.0,636.9,11.067838652427127,0.03126163328651366,11.067838652427127
62,62.0,657.6,11.419302408149438,0.025542394483281772,11.419302408149438
63,63.0,675.0,11.714735710060944,0.022641694890043862,11.714735710060944
64,64.0,690.8,11.983002731336908,0.021308497697757556,11.983002731336908
65,65.0,706.0,12.241082397374548,0.022085720661459085,12.241082397374548
66,66.0,722.1,12.514443096269677,0.01775057449703432,12.514443096269677
67,67.0,735.3,12.738564911512889,0.01730998745904122,12.738564911512889
68,68.0,748.4,12.960988834216378,0.01637128539002397,12.960988834216378
69,69.0,761.0,13.174923294221264,0.012423197317627643,13.174923294221264
70,70.0,770.7,13.33961887057423,0.014907596218578512,13.33961887057423
71,71.0,782.5,13.539970190261343,0.011470626097739078,13.539970190261343
72,72.0,791.7,13.696176303915703,0.016353344297760586,13.696176303915703
73,73.0,805.0,13.921996011698635,0.015249780206692432,13.921996011698635
74,74.0,817.6,14.13593047170352,0.02115456255000092,14.13593047170352
75,75.0,835.4,14.43815534377391,0.017947998447084057,14.43815534377391
76,76.0,850.8,14.699630794890991,0.01467651290604799,14.699630794890991
77,77.0,863.6,14.91696103997532,0.01592161199281783,14.91696103997532
78,78.0,877.7,15.156363888076022,0.014237373282518728,15.156363888076022
